hex,dec,message
2735,10037,"WSAEALREADY: An operation was attempted on a non-blocking socket that already had an operation in progress"
2736,10038,"WSAENOTSOCK: An operation was attempted on something that is not a socket"
2737,10039,"WSAEDESTADDRREQ: A required address was omitted from an operation on a socket"
2738,10040,"WSAEMSGSIZE: A message sent on a datagram socket was larger than the internal message buffer or some other network limit, or the buffer used to receive a datagram into was smaller than the datagram itself"
2739,10041,"WSAEPROTOTYPE: A protocol was specified in the socket function call that does not support the semantics of the socket type requested"
273A,10042,"WSAENOPROTOOPT: An unknown, invalid, or unsupported option or level was specified in a getsockopt or setsockopt call"
273B,10043,"WSAEPROTONOSUPPORT: The requested protocol has not been configured into the system, or no implementation for it exists"
273C,10044,"WSAESOCKTNOSUPPORT: The support for the specified socket type does not exist in this address family"
273D,10045,"WSAEOPNOTSUPP: The attempted operation is not supported for the type of object referenced"
273E,10046,"WSAEPFNOSUPPORT: The protocol family has not been configured into the system or no implementation for it exists"
273F,10047,"WSAEAFNOSUPPORT: An address incompatible with the requested protocol was used"
2740,10048,"WSAEADDRINUSE: Only one usage of each socket address (protocol/network address/port) is normally permitted"
2741,10049,"WSAEADDRNOTAVAIL: The requested address is not valid in its context"
2742,10050,"WSAENETDOWN: A socket operation encountered a dead network"
2743,10051,"WSAENETUNREACH: A socket operation was attempted to an unreachable network"
2744,10052,"WSAENETRESET: The connection has been broken due to keep-alive activity detecting a failure while the operation was in progress"
2745,10053,"WSAECONNABORTED: An established connection was aborted by the software in your host machine"
2746,10054,"WSAECONNRESET: An existing connection was forcibly closed by the remote host"
2747,10055,"WSAENOBUFS: An operation on a socket could not be performed because the system lacked sufficient buffer space or because a queue was full"
2748,10056,"WSAEISCONN: A connect request was made on an already connected socket"
2749,10057,"WSAENOTCONN: A request to send or receive data was disallowed because the socket is not connected and (when sending on a datagram socket using a sendto call) no address was supplied"
274A,10058,"WSAESHUTDOWN: A request to send or receive data was disallowed because the socket had already been shut down in that direction with a previous shutdown call"
274B,10059,"WSAETOOMANYREFS: Too many references to some kernel object"
274C,10060,"WSAETIMEDOUT: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond"
274D,10061,"WSAECONNREFUSED: No connection could be made because the target machine actively refused it"
274E,10062,"WSAELOOP: Cannot translate name"
274F,10063,"WSAENAMETOOLONG: Name component or name was too long"
2750,10064,"WSAEHOSTDOWN: A socket operation failed because the destination host was down"
2751,10065,"WSAEHOSTUNREACH: A socket operation was attempted to an unreachable host"
2752,10066,"WSAENOTEMPTY: Cannot remove a directory that is not empty"
2753,10067,"WSAEPROCLIM: A Windows Sockets implementation may have a limit on the number of applications that may use it simultaneously"
2754,10068,"WSAEUSERS: Ran out of quota"
2755,10069,"WSAEDQUOT: Ran out of disk quota"
2756,10070,"WSAESTALE: File handle reference is no longer available"
2757,10071,"WSAEREMOTE: Item is not available locally"
276B,10091,"WSASYSNOTREADY: WSAStartup cannot function at this time because the underlying system it uses to provide network services is currently unavailable"
276C,10092,"WSAVERNOTSUPPORTED: The Windows Sockets version requested is not supported"
276D,10093,"WSANOTINITIALISED: Either the application has not called WSAStartup, or WSAStartup failed"
2775,10101,"WSAEDISCON: Returned by WSARecv or WSARecvFrom to indicate the remote party has initiated a graceful shutdown sequence"
2776,10102,"WSAENOMORE: No more results can be returned by WSALookupServiceNext"
2777,10103,"WSAECANCELLED: A call to WSALookupServiceEnd was made while this call was still processing. The call has been canceled"
2778,10104,"WSAEINVALIDPROCTABLE: The procedure call table is invalid"
2779,10105,"WSAEINVALIDPROVIDER: The requested service provider is invalid"
277A,10106,"WSAEPROVIDERFAILEDINIT: The requested service provider could not be loaded or initialized"
277B,10107,"WSASYSCALLFAILURE: A system call that should never fail has failed"
277C,10108,"WSASERVICE_NOT_FOUND: No such service is known. The service cannot be found in the specified name space"
277D,10109,"WSATYPE_NOT_FOUND: The specified class was not found"
277E,10110,"WSA_E_NO_MORE: No more results can be returned by WSALookupServiceNext"
277F,10111,"WSA_E_CANCELLED: A call to WSALookupServiceEnd was made while this call was still processing. The call has been canceled"
2780,10112,"WSAEREFUSED: A database query failed because it was actively refused"
2AF9,11001,"WSAHOST_NOT_FOUND: No such host is known"
2AFA,11002,"WSATRY_AGAIN: This is usually a temporary error during hostname resolution and means that the local server did not receive a response from an authoritative server"
2AFB,11003,"WSANO_RECOVERY: A non-recoverable error occurred during a database lookup"
2AFC,11004,"WSANO_DATA = WSANO_ADDRESS: The requested name is valid and was found in the database, but it does not have the correct associated data being resolved for"
2AFD,11005,"WSA_QOS_RECEIVERS: At least one reserve has arrived"
2AFE,11006,"WSA_QOS_SENDERS: At least one path has arrived"
2AFF,11007,"WSA_QOS_NO_SENDERS: There are no senders"
2B00,11008,"WSA_QOS_NO_RECEIVERS: There are no receivers"
2B01,11009,"WSA_QOS_REQUEST_CONFIRMED: Reserve has been confirmed"
2B02,11010,"WSA_QOS_ADMISSION_FAILURE: Error due to lack of resources"
2B03,11011,"WSA_QOS_POLICY_FAILURE: Rejected for administrative reasons - bad credentials"
2B04,11012,"WSA_QOS_BAD_STYLE: Unknown or conflicting style"
2B05,11013,"WSA_QOS_BAD_OBJECT: Problem with some part of the filterspec or providerspecific buffer in general"
2B06,11014,"WSA_QOS_TRAFFIC_CTRL_ERROR: Problem with some part of the flowspec"
2B07,11015,"WSA_QOS_GENERIC_ERROR: General QOS error"
2B08,11016,"An invalid or unrecognized service type was found in the flowspec"
2B09,11017,"An invalid or inconsistent flowspec was found in the QOS structure"
2B0A,11018,"Invalid QOS provider-specific buffer"
2B0B,11019,"An invalid QOS filter style was used"
2B0C,11020,"An invalid QOS filter type was used"
2B0D,11021,"An incorrect number of QOS FILTERSPECs were specified in the FLOWDESCRIPTOR"
2B0E,11022,"An object with an invalid ObjectLength field was specified in the QOS provider-specific buffer"
2B0F,11023,"An incorrect number of flow descriptors was specified in the QOS structure"
2B10,11024,"An unrecognized object was found in the QOS provider-specific buffer"
2B11,11025,"An invalid policy object was found in the QOS provider-specific buffer"
2B12,11026,"An invalid QOS flow descriptor was found in the flow descriptor list"
2B13,11027,"An invalid or inconsistent flowspec was found in the QOS provider specific buffer"
2B14,11028,"An invalid FILTERSPEC was found in the QOS provider-specific buffer"
2B15,11029,"An invalid shape discard mode object was found in the QOS provider specific buffer"
2B16,11030,"An invalid shaping rate object was found in the QOS provider-specific buffer"
2B17,11031,"A reserved policy element was found in the QOS provider-specific buffer"
2EE1,12001,"INTERNET_OUT_OF_HANDLES: No more handles could be generated at this time"
2EE2,12002,"INTERNET_TIMEOUT: The request has timed out"
2EE3,12003,"INTERNET_EXTENDED_ERROR: An extended error was returned from the server. This is typically a string or buffer containing a verbose error message. Call InternetGetLastResponseInfo to retrieve the error text"
2EE4,12004,"INTERNET_INTERNAL_ERROR: An internal error has occurred"
2EE5,12005,"INTERNET_INVALID_URL: The URL is invalid"
2EE6,12006,"INTERNET_UNRECOGNIZED_SCHEME: The URL scheme could not be recognized or is not supported"
2EE7,12007,"INTERNET_NAME_NOT_RESOLVED: The server name could not be resolved"
2EE8,12008,"INTERNET_PROTOCOL_NOT_FOUND: The requested protocol could not be located"
2EE9,12009,"INTERNET_INVALID_OPTION: A request to InternetQueryOption or InternetSetOption specified an invalid option value"
2EEA,12010,"INTERNET_BAD_OPTION_LENGTH: The length of an option supplied to InternetQueryOption or InternetSetOption is incorrect for the type of option specified"
2EEB,12011,"INTERNET_OPTION_NOT_SETTABLE: The request option cannot be set, only queried"
2EEC,12012,"INTERNET_SHUTDOWN: The Win32 Internet function support is being shut down or unloaded"
2EED,12013,"INTERNET_INCORRECT_USER_NAME: The request to connect and log on to an FTP server could not be completed because the supplied user name is incorrect"
2EEE,12014,"INTERNET_INCORRECT_PASSWORD: The request to connect and log on to an FTP server could not be completed because the supplied password is incorrect"
2EEF,12015,"INTERNET_LOGIN_FAILURE: The request to connect to and log on to an FTP server failed"
2EF0,12016,"INTERNET_INVALID_OPERATION: The requested operation is invalid"
2EF1,12017,"INTERNET_OPERATION_CANCELLED: The operation was canceled, usually because the handle on which the request was operating was closed before the operation completed"
2EF2,12018,"INTERNET_INCORRECT_HANDLE_TYPE: The type of handle supplied is incorrect for this operation"
2EF3,12019,"INTERNET_INCORRECT_HANDLE_STATE: The requested operation cannot be carried out because the handle supplied is not in the correct state"
2EF4,12020,"INTERNET_NOT_PROXY_REQUEST: The request cannot be made via a proxy"
2EF5,12021,"INTERNET_REGISTRY_VALUE_NOT_FOUND: A required registry value could not be located"
2EF6,12022,"INTERNET_BAD_REGISTRY_PARAMETER: A required registry value was located but is an incorrect type or has an invalid value"
2EF7,12023,"INTERNET_NO_DIRECT_ACCESS: Direct network access cannot be made at this time"
2EF8,12024,"INTERNET_NO_CONTEXT: An asynchronous request could not be made because a zero context value was supplied"
2EF9,12025,"INTERNET_NO_CALLBACK: An asynchronous request could not be made because a callback function has not been set"
2EFA,12026,"INTERNET_REQUEST_PENDING: The required operation could not be completed because one or more requests are pending"
2EFB,12027,"INTERNET_INCORRECT_FORMAT: The format of the request is invalid"
2EFC,12028,"INTERNET_ITEM_NOT_FOUND: The requested item could not be located"
2EFD,12029,"INTERNET_CANNOT_CONNECT: The attempt to connect to the server failed"
2EFE,12030,"INTERNET_CONNECTION_ABORTED: The connection with the server has been terminated"
2EFF,12031,"INTERNET_CONNECTION_RESET: The connection with the server has been reset"
2F00,12032,"INTERNET_FORCE_RETRY: Calls for the Win32 Internet function to redo the request"
2F01,12033,"INTERNET_INVALID_PROXY_REQUEST: The request to the proxy was invalid"
2F02,12034,INTERNET_NEED_UI
2F04,12036,"INTERNET_HANDLE_EXISTS: The request failed because the handle already exists"
2F05,12037,"INTERNET_SEC_CERT_DATE_INVALID: SSL certificate date that was received from the server is bad. The certificate is expired"
2F06,12038,"INTERNET_SEC_CERT_CN_INVALID: SSL certificate common name (host name field) is incorrect. For example, if you entered www.server.com and the common name on the certificate says www.different.com"
2F07,12039,"INTERNET_HTTP_TO_HTTPS_ON_REDIR: The application is moving from a non-SSL to an SSL connection because of a redirect"
2F08,12040,"INTERNET_HTTPS_TO_HTTP_ON_REDIR: The application is moving from an SSL to an non-SSL connection because of a redirect"
2F09,12041,"INTERNET_MIXED_SECURITY: Indicates that the content is not entirely secure. Some of the content being viewed may have come from unsecured servers"
2F0A,12042,"INTERNET_CHG_POST_IS_NON_SECURE: The application is posting and attempting to change multiple lines of text on a server that is not secure"
2F0B,12043,"INTERNET_POST_IS_NON_SECURE: The application is posting data to a server that is not secure"
2F0C,12044,INTERNET_CLIENT_AUTH_CERT_NEEDED
2F0D,12045,INTERNET_INVALID_CA
2F0E,12046,INTERNET_CLIENT_AUTH_NOT_SETUP
2F0F,12047,INTERNET_ASYNC_THREAD_FAILED
2F10,12048,INTERNET_REDIRECT_SCHEME_CHANGE
2F11,12049,INTERNET_DIALOG_PENDING
2F12,12050,INTERNET_RETRY_DIALOG
2F14,12052,INTERNET_HTTPS_HTTP_SUBMIT_REDIR
2F15,12053,INTERNET_INSERT_CDROM
2F4E,12110,"FTP_TRANSFER_IN_PROGRESS: The requested operation cannot be made on the FTP session handle because an operation is already in progress"
2F4F,12111,"FTP_DROPPED: The FTP operation was not completed because the session was aborted"
2F50,12112,FTP_NO_PASSIVE_MODE
2F62,12130,"GOPHER_PROTOCOL_ERROR: An error was detected while parsing data returned from the gopher server"
2F63,12131,"GOPHER_NOT_FILE: The request must be made for a file locator"
2F64,12132,"GOPHER_DATA_ERROR: An error was detected while receiving data from the gopher server"
2F65,12133,"GOPHER_END_OF_DATA: The end of the data has been reached"
2F66,12134,"GOPHER_INVALID_LOCATOR: The supplied locator is not valid"
2F67,12135,"GOPHER_INCORRECT_LOCATOR_TYPE: The type of the locator is not correct for this operation"
2F68,12136,"GOPHER_NOT_GOPHER_PLUS: The requested operation can only be made against a Gopher+ server or with a locator that specifies a Gopher+ operation"
2F69,12137,"GOPHER_ATTRIBUTE_NOT_FOUND: The requested attribute could not be located"
2F6A,12138,"GOPHER_UNKNOWN_LOCATOR: The locator type is unknown"
2F76,12150,"HTTP_HEADER_NOT_FOUND: The requested header could not be located"
2F77,12151,"HTTP_DOWNLEVEL_SERVER: The server did not return any headers"
2F78,12152,"HTTP_INVALID_SERVER_RESPONSE: The server response could not be parsed"
2F79,12153,"HTTP_INVALID_HEADER: The supplied header is invalid"
2F7A,12154,"HTTP_INVALID_QUERY_REQUEST: The request made to HttpQueryInfo is invalid"
2F7B,12155,"HTTP_HEADER_ALREADY_EXISTS: The header could not be added because it already exists"
2F7C,12156,"HTTP_REDIRECT_FAILED: The redirection failed because either the scheme changed (for example, HTTP to FTP) or all attempts made to redirect failed (default is five attempts)"
2F7D,12157,INTERNET_SECURITY_CHANNEL_ERROR
2F7E,12158,INTERNET_UNABLE_TO_CACHE_FILE
2F7F,12159,INTERNET_TCPIP_NOT_INSTALLED
2F80,12160,HTTP_NOT_REDIRECTED
2F81,12161,HTTP_COOKIE_NEEDS_CONFIRMATION
2F82,12162,HTTP_COOKIE_DECLINED
2F83,12163,INTERNET_DISCONNECTED
2F84,12164,INTERNET_SERVER_UNREACHABLE
2F85,12165,INTERNET_PROXY_SERVER_UNREACHABLE
2F86,12166,INTERNET_BAD_AUTO_PROXY_SCRIPT
2F87,12167,INTERNET_UNABLE_TO_DOWNLOAD_SCRIPT
2F88,12168,HTTP_REDIRECT_NEEDS_CONFIRMATION
2F7D,12157,INTERNET_SECURITY_CHANNEL_ERROR
2F7E,12158,INTERNET_UNABLE_TO_CACHE_FILE
2F7F,12159,INTERNET_TCPIP_NOT_INSTALLED
2F83,12163,INTERNET_DISCONNECTED
2F84,12164,INTERNET_SERVER_UNREACHABLE
2F85,12165,INTERNET_PROXY_SERVER_UNREACHABLE
2F86,12166,INTERNET_BAD_AUTO_PROXY_SCRIPT
2F87,12167,INTERNET_UNABLE_TO_DOWNLOAD_SCRIPT
2F89,12169,INTERNET_SEC_INVALID_CERT
2F8A,12170,INTERNET_SEC_CERT_REVOKED
2F8B,12171,INTERNET_FAILED_DUETOSECURITYCHECK
32C8,13000,"The specified quick mode policy already exists"
32C9,13001,"The specified quick mode policy was not found"
32CA,13002,"The specified quick mode policy is being used"
32CB,13003,"The specified main mode policy already exists"
32CC,13004,"The specified main mode policy was not found"
32CD,13005,"The specified main mode policy is being used"
32CE,13006,"The specified main mode filter already exists"
32CF,13007,"The specified main mode filter was not found"
32D0,13008,"The specified transport mode filter already exists"
32D1,13009,"The specified transport mode filter does not exist"
32D2,13010,"The specified main mode authentication list exists"
32D3,13011,"The specified main mode authentication list was not found"
32D4,13012,"The specified quick mode policy is being used"
32D5,13013,"The specified main mode policy was not found"
32D6,13014,"The specified quick mode policy was not found"
32D7,13015,"The manifest file contains one or more syntax errors"
32D8,13016,"The application attempted to activate a disabled activation context"
32D9,13017,"The requested lookup key was not found in any active activation context"
32DA,13018,"The Main Mode filter is pending deletion"
32DB,13019,"The transport filter is pending deletion"
32DC,13020,"The tunnel filter is pending deletion"
32DD,13021,"The Main Mode policy is pending deletion"
32DE,13022,"The Main Mode authentication bundle is pending deletion"
32DF,13023,"The Quick Mode policy is pending deletion"
35E8,13800,"ERROR_IPSEC_IKE_NEG_STATUS_BEGIN: ERROR_IPSEC_IKE_NEG_STATUS_BEGIN"
35E9,13801,"IKE authentication credentials are unacceptable"
35EA,13802,"IKE security attributes are unacceptable"
35EB,13803,"IKE Negotiation in progress"
35EC,13804,"General processing error"
35ED,13805,"Negotiation timed out"
35EE,13806,"IKE failed to find valid machine certificate"
35EF,13807,"IKE SA deleted by peer before establishment completed"
35F0,13808,"IKE SA deleted before establishment completed"
35F1,13809,"Negotiation request sat in Queue too long"
35F2,13810,"Negotiation request sat in Queue too long"
35F3,13811,"Negotiation request sat in Queue too long"
35F4,13812,"Negotiation request sat in Queue too long"
35F5,13813,"No response from peer"
35F6,13814,"Negotiation took too long"
35F7,13815,"Negotiation took too long"
35F8,13816,"Unknown error occurred"
35F9,13817,"Certificate Revocation Check failed"
35FA,13818,"Invalid certificate key usage"
35FB,13819,"Invalid certificate type"
35FC,13820,"No private key associated with machine certificate"
35FE,13822,"Failure in Diffie-Helman computation"
3600,13824,"Invalid header"
3601,13825,"No policy configured"
3602,13826,"Failed to verify signature"
3603,13827,"Failed to authenticate using kerberos"
3604,13828,"Peer's certificate did not have a public key"
3605,13829,"Error processing error payload"
3606,13830,"Error processing SA payload"
3607,13831,"Error processing Proposal payload"
3608,13832,"Error processing Transform payload"
3609,13833,"Error processing KE payload"
360A,13834,"Error processing ID payload"
360B,13835,"Error processing Cert payload"
360C,13836,"Error processing Certificate Request payload"
360D,13837,"Error processing Hash payload"
360E,13838,"Error processing Signature payload"
360F,13839,"Error processing Nonce payload"
3610,13840,"Error processing Notify payload"
3611,13841,"Error processing Delete Payload"
3612,13842,"Error processing VendorId payload"
3613,13843,"Invalid payload received"
3614,13844,"Soft SA loaded"
3615,13845,"Soft SA torn down"
3616,13846,"Invalid cookie received"
3617,13847,"Peer failed to send valid machine certificate"
3618,13848,"Certification Revocation check of peer's certificate failed"
3619,13849,"New policy invalidated SAs formed with old policy"
361A,13850,"There is no available Main Mode IKE policy"
361B,13851,"Failed to enabled TCB privilege"
361C,13852,"Failed to load SECURITY.DLL"
361D,13853,"Failed to obtain security function table dispatch address from SSPI"
361E,13854,"Failed to query Kerberos package to obtain max token size"
3620,13856,"Failed to determine SSPI principal name for ISAKMP/ERROR_IPSEC_IKE service (QueryCredentialsAttributes)"
3621,13857,"Failed to obtain new SPI for the inbound SA from Ipsec driver.  The most common cause for this is that the driver does not have the correct filter.  Check your policy to verify the filters"
3622,13858,"Given filter is invalid"
3623,13859,"Memory allocation failed"
3624,13860,"Failed to add Security Association to IPSec Driver.  The most common cause for this is if the IKE negotiation took too long to complete.  If the problem persists, reduce the load on the faulting machine"
3625,13861,"Invalid policy"
3626,13862,"Invalid DOI"
3627,13863,"Invalid situation"
3628,13864,"Diffie-Hellman-Fehler: Diffie-Hellman failure"
3629,13865,"Invalid Diffie-Hellman group"
362A,13866,"Error encrypting payload"
362B,13867,"Error decrypting payload"
362C,13868,"Policy match error"
362D,13869,"Unsupported ID"
362E,13870,"Hash verification failed"
362F,13871,"Invalid hash algorithm"
3630,13872,"Invalid hash size"
3631,13873,"Invalid encryption algorithm"
3632,13874,"Invalid authentication algorithm"
3633,13875,"Invalid certificate signature"
3634,13876,"Load failed"
3635,13877,"Deleted via RPC call"
3636,13878,"Temporary state created to perform reinit. This is not a real failure"
3637,13879,"The lifetime value received in the Responder Lifetime Notify is below the Windows 2000 configured minimum value.  Please fix the policy on the peer machine"
3639,13881,"Key length in certificate is too small for configured security requirements"
363A,13882,"Max number of established MM SAs to peer exceeded"
363B,13883,"IKE received a policy that disables negotiation"
363C,13884,"ERROR_IPSEC_IKE_NEG_STATUS_END: ERROR_IPSEC_IKE_NEG_STATUS_END"
36B0,14000,"The requested section was not present in the activation context"
36B1,14001,"This application has failed to start because the application configuration is incorrect. Reinstalling the application may fix this problem"
36B2,14002,"The application binding data format is invalid"
36B3,14003,"The referenced assembly is not installed on your system"
36B4,14004,"The manifest file does not begin with the required tag and format information"
36B5,14005,"The manifest file contains one or more syntax errors"
36B6,14006,"The application attempted to activate a disabled activation context"
36B7,14007,"The requested lookup key was not found in any active activation context"
36B8,14008,"A component version required by the application conflicts with another component version already active"
36B9,14009,"The type requested activation context section does not match the query API used"
36BA,14010,"Lack of system resources has required isolated activation to be disabled for the current thread of execution"
36BB,14011,"An attempt to set the process default activation context failed because the process default activation context was already set"
36BC,14012,"The encoding group identifier specified is not recognized"
36BD,14013,"The encoding requested is not recognized"
36BE,14014,"The manifest contains a reference to an invalid URI"
36BF,14015,"The application manifest contains a reference to a dependent assembly which is not installed"
36C0,14016,"The manifest for an assembly used by the application has a reference to a dependent assembly which is not installed"
36C1,14017,"The manifest contains an attribute for the assembly identity which is not valid"
36C2,14018,"The manifest is missing the required default namespace specification on the assembly element"
36C3,14019,"The manifest has a default namespace specified on the assembly element but its value is not ""urn:schemas-microsoft-com:asm.v1"""
36C4,14020,"The private manifest probed has crossed reparse-point-associated path"
36C5,14021,"Two or more components referenced directly or indirectly by the application manifest have files by the same name"
36C6,14022,"Two or more components referenced directly or indirectly by the application manifest have window classes with the same name"
36C7,14023,"Two or more components referenced directly or indirectly by the application manifest have the same COM server CLSIDs"
36C8,14024,"Two or more components referenced directly or indirectly by the application manifest have proxies for the same COM interface IIDs"
36C9,14025,"Two or more components referenced directly or indirectly by the application manifest have the same COM type library TLBIDs"
36CA,14026,"Two or more components referenced directly or indirectly by the application manifest have the same COM ProgIDs"
36CB,14027,"Two or more components referenced directly or indirectly by the application manifest are different versions of the same component which is not permitted"
36CC,14028,"A component's file does not match the verification information present in the component manifest"
36CD,14029,"The policy manifest contains one or more syntax errors"
36CE,14030,"Manifest Parse Error : A string literal was expected, but no opening quote character was found"
36CF,14031,"Manifest Parse Error : Incorrect syntax was used in a comment"
36D0,14032,"Manifest Parse Error : A name was started with an invalid character"
36D1,14033,"Manifest Parse Error : A name contained an invalid character"
36D2,14034,"Manifest Parse Error : A string literal contained an invalid character"
36D3,14035,"Manifest Parse Error : Invalid syntax for an xml declaration"
36D4,14036,"Manifest Parse Error : An Invalid character was found in text content"
36D5,14037,"Manifest Parse Error : Required white space was missing"
36D6,14038,"Manifest Parse Error : The character '>' was expected"
36D7,14039,"Manifest Parse Error : A semi colon character was expected"
36D8,14040,"Manifest Parse Error : Unbalanced parentheses"
36D9,14041,"Manifest Parse Error : Internal error"
36DA,14042,"Manifest Parse Error : Whitespace is not allowed at this location"
36DB,14043,"Manifest Parse Error : End of file reached in invalid state for current encoding"
36DC,14044,"Manifest Parse Error : Missing parenthesis"
36DD,14045,"Manifest Parse Error : A single or double closing quote character (' or "") is missing"
36DE,14046,"Manifest Parse Error : Multiple colons are not allowed in a name"
36DF,14047,"Manifest Parse Error : Invalid character for decimal digit"
36E0,14048,"Manifest Parse Error : Invalid character for hexidecimal digit"
36E1,14049,"Manifest Parse Error : Invalid unicode character value for this platform"
36E2,14050,"Manifest Parse Error : Expecting whitespace or '?'"
36E3,14051,"Manifest Parse Error : End tag was not expected at this location"
36E5,14053,"Manifest Parse Error : Duplicate attribute"
36E6,14054,"Manifest Parse Error : Only one top level element is allowed in an XML document"
36E7,14055,"Manifest Parse Error : Invalid at the top level of the document"
36E8,14056,"Manifest Parse Error : Invalid xml declaration"
36E9,14057,"Manifest Parse Error : XML document must have a top level element"
36EA,14058,"Manifest Parse Error : Unexpected end of file"
36EB,14059,"Manifest Parse Error : Parameter entities cannot be used inside markup declarations in an internal subset"
36EC,14060,"Manifest Parse Error : Element was not closed"
36ED,14061,"Manifest Parse Error : End element was missing the character '>'"
36EE,14062,"Manifest Parse Error : A string literal was not closed"
36EF,14063,"Manifest Parse Error : A comment was not closed"
36F0,14064,"Manifest Parse Error : A declaration was not closed"
36F1,14065,"Manifest Parse Error : A CDATA section was not closed"
36F2,14066,"Manifest Parse Error : The namespace prefix is not allowed to start with the reserved string ""xml"""
36F3,14067,"Manifest Parse Error : System does not support the specified encoding"
36F4,14068,"Manifest Parse Error : Switch from current encoding to specified encoding not supported"
36F5,14069,"Manifest Parse Error : The name 'xml' is reserved and must be lower case"
36F6,14070,"Manifest Parse Error : The standalone attribute must have the value 'yes' or 'no'"
36F7,14071,"Manifest Parse Error : The standalone attribute cannot be used in external entities"
36F8,14072,"Manifest Parse Error : Invalid version number"
36F9,14073,"Manifest Parse Error : Missing equals sign between attribute and attribute value"
36FA,14074,"Assembly Protection Error : Unable to recover the specified assembly"
36FB,14075,"Assembly Protection Error : The public key for an assembly was too short to be allowed"
36FC,14076,"Assembly Protection Error : The catalog for an assembly is not valid, or does not match the assembly's manifest"
36FD,14077,"An HRESULT could not be translated to a corresponding Win32 error code"
36FE,14078,"Assembly Protection Error : The catalog for an assembly is missing"
36FF,14079,"The supplied assembly identity is missing one or more attributes which must be present in this context"
3700,14080,"The supplied assembly identity has one or more attribute names that contain characters not permitted in XML names"
4000,16384,"DMLERR_ADVACKTIMEOUT: Timeout waiting for an advise acknowledge"
4001,16385,"DMLERR_BUSY: Recipient is busy"
4002,16386,"DMLERR_DATAACKTIMEOUT: Timeout waiting for an advise data acknowledge"
4003,16387,"DMLERR_DLL_NOT_INITIALIZED: DDEML.DLL is not initialized"
4004,16388,"DMLERR_DLL_USAGE: General DDE library usage error"
4005,16389,"DMLERR_EXECACKTIMEOUT: Timeout waiting for an exec acknowledgment"
4006,16390,"DMLERR_INVALIDPARAMETER: Invalid parameter to DDEML function call"
4007,16391,"DMLERR_LOW_MEMORY: Memory is becoming low"
4008,16392,"DMLERR_MEMORY_ERROR: Memory is exhausted"
4009,16393,"DMLERR_NOTPROCESSED: Receiving task was not interested in message"
400A,16394,"DMLERR_NO_CONV_ESTABLISHED: No DDE conversation could be established"
400B,16395,"DMLERR_POKEACKTIMEOUT: Timeout waiting for a poke acknowledge"
400C,16396,"DMLERR_POSTMSG_FAILED: Attempt to post a window message failed"
400D,16397,"DMLERR_REENTRANCY: The DDE library was re-entered during a blocking call"
400E,16398,"DMLERR_SERVER_DIED: DDE server has died"
400F,16399,"DMLERR_SYS_ERROR: A DDE call has caused a system error"
4010,16400,"DMLERR_UNADVACKTIMEOUT: Timeout waiting for an unadvised acknowledge"
4011,16401,"DMLERR_UNFOUND_QUEUE_ID: DDE queue id could not be found"
30200,197120,"STG_S_CONVERTED: The underlying file was converted to compound file format"
30201,197121,"STG_S_BLOCK: The storage operation should block until more data is available"
30202,197122,"STG_S_RETRYNOW: The storage operation should retry immediately"
30203,197123,"STG_S_MONITORING: The notified event sink will not influence the storage operation"
30204,197124,"STG_S_MULTIPLEOPENS: Multiple opens prevent consolidated. (commit succeeded)"
30205,197125,"STG_S_CONSOLIDATIONFAILED: Consolidation of the storage file failed. (commit succeeded)"
30206,197126,"STG_S_CANNOTCONSOLIDATE: Consolidation of the storage file is inappropriate. (commit succeeded)"
40000,262144,"OLE_S_USEREG: Use the registry database to provide the requested information"
40001,262145,"OLE_S_STATIC: Success, but static"
40002,262146,"OLE_S_MAC_CLIPFORMAT: Macintosh clipboard format"
40100,262400,"DRAGDROP_S_DROP: Successful drop took place"
40101,262401,"DRAGDROP_S_CANCEL: Drag-drop operation canceled"
40102,262402,"DRAGDROP_S_USEDEFAULTCURSORS: Use the default cursor"
40130,262448,"DATA_S_SAMEFORMATETC: Data has same FORMATETC"
40140,262464,"VIEW_S_ALREADY_FROZEN: View is already frozen"
40170,262512,"CACHE_S_FORMATETC_NOTSUPPORTED: FORMATETC not supported"
40171,262513,"CACHE_S_SAMECACHE: Same cache"
40172,262514,"CACHE_S_SOMECACHES_NOTUPDATED: Some cache(s) not updated"
40180,262528,"OLEOBJ_S_INVALIDVERB: Invalid verb for OLE object"
40181,262529,"OLEOBJ_S_CANNOT_DOVERB_NOW: Verb number is valid but verb cannot be done now"
40182,262530,"OLEOBJ_S_INVALIDHWND: Invalid window handle passed"
401A0,262560,"INPLACE_S_TRUNCATED: Message is too long; some of it had to be truncated before displaying"
401C0,262592,"CONVERT10_S_NO_PRESENTATION: Unable to convert OLESTREAM to IStorage"
401E2,262626,"MK_S_REDUCED_TO_SELF: Moniker reduced to itself"
401E4,262628,"MK_S_ME: Common prefix is this moniker"
401E5,262629,"MK_S_HIM: Common prefix is input moniker"
401E6,262630,"MK_S_US: Common prefix is both monikers"
401E7,262631,"MK_S_MONIKERALREADYREGISTERED: Moniker is already registered in running object table"
40200,262656,"An event was able to invoke some but not all of the subscribers"
40202,262658,"An event was delivered but there were no subscribers"
41300,267008,"The task is ready to run at its next scheduled time"
41301,267009,"The task is currently running"
